"doc","id","chunk_index","chunk_type","page_num","content"
"阿里云文档解析（大模型版）介绍.pdf","b86016d1-c444-407b-ba10-bf00ef421e89",11,"TABLE",5,"<table>
 <tbody>
  <tr>
   <td>名称</td>
   <td>类型</td>
   <td>必填</td>
   <td>描述</td>
   <td></td>
  </tr>
  <tr>
   <td>Id</td>
   <td>string</td>
   <td>是</td>
   <td>需要查询的业务订单号,订单号从提交接口的返回结果中获取。</td>
   <td>docmind-20220712-b15f</td>
  </tr>
  <tr>
   <td>LayoutStepSize</td>
   <td>integer</td>
   <td>是</td>
   <td>期望查询的Layout的Size大小(步长值)。最小值:1,最大值:3000</td>
   <td>100</td>
  </tr>
  <tr>
   <td>LayoutNum</td>
   <td>integer</td>
   <td>是</td>
   <td>-查询起始块位置-最小值:0</td>
   <td>0</td>
  </tr>
  <tr>
   <td>ExcludeFields</td>
   <td>List</td>
   <td>否</td>
   <td>去除结果中不需要返回的属性(目前仅支持一级属性的过滤,可去除属性请参考文件格式处理成功的返回结果中的layout下的一级信
    <br>
    息)。o</td>
   <td>""text"",""firstLinesChars""</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","2f9c3731-bb17-42f2-b8c5-e8833e984723",12,"TEXT",5,"### 重要  


使用GetDocParserResult接口, 意味着需要进行多次结果的查询(例如LayoutNum, LayoutNum+ LayoutStepSize获取0~100,100~200块内容),同时能在长文档解析时,能提前获取已解析完内容。  


L LayoutStepSize过长会出现报错,可以适当调小  


### 说明"
"阿里云文档解析（大模型版）介绍.pdf","8150e476-d816-464b-b35f-12bdbf273fda",13,"TEXT",6,"GetDocParserResult接口中, 可通过LayoutNum标记值和LayoutStepSize步长,获取layouts, 即当文档处理中时,即可获得已经解析完成的内容;  


## 已经解析完成  


LayoutNum  


### 返回参数"
"阿里云文档解析（大模型版）介绍.pdf","bcc514e1-50e1-49d9-9055-cc988375e350",14,"TABLE",6,"<table>
 <tbody>
  <tr>
   <td>名称</td>
   <td>类型</td>
   <td>描述</td>
   <td>示例值</td>
  </tr>
  <tr>
   <td>RequestId</td>
   <td>string</td>
   <td>请求唯一ID。</td>
   <td>43A29C77-405E-4CC0-BC55-EE694AD0</td>
  </tr>
  <tr>
   <td>Data</td>
   <td>string</td>
   <td>返回数据,文档解析(大模型版)的解析结果。</td>
   <td>-</td>
  </tr>
  <tr>
   <td>Code</td>
   <td>string</td>
   <td>状态码。</td>
   <td>200</td>
  </tr>
  <tr>
   <td>Message</td>
   <td>string</td>
   <td>详细信息。</td>
   <td>Message</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","708a6890-255d-4d36-b2e2-c89292887e49",15,"TEXT",6,"#### 说明  


获取并使用AccessKey信息的方式,请参见SDK概述中不同语言的SDK使用指南。  


返回示例:  


### 处理失败的返回结果  


{  


""RequestId"":""A8EF3A36-1380-1116-A39E-B377BE27****"",  


""Code"":""UrlNotLegal"",  


""Message"":""Failed to process the document.  The document url you provided is not legal."",  


""HostId"":""docmind-api.cn-hangzhou.aliyuncs.com"",  


""Recommend"":""https://next.api.aliyun.com/troubleshoot?q=IDP.UrlNotLegal&product=docmind-api""  


}  


如果请求处理失败,会返回失败Code和详细原因Message。详细介绍,请参见错误码。  


### 参数说明:"
"阿里云文档解析（大模型版）介绍.pdf","904b907f-5eb1-4c4b-92f9-8c4fe0b19c7d",16,"TEXT",7,"解析结果  


Markdown文本内容。"
"阿里云文档解析（大模型版）介绍.pdf","f9d6c411-862b-4954-9287-4f66729046e1",17,"TABLE",7,"<table>
 <tbody>
  <tr>
   <td>Data</td>
   <td>object</td>
   <td></td>
   <td></td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>layouts</td>
   <td>array</td>
   <td>版面信息列表。</td>
   <td></td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>text</td>
   <td>string</td>
   <td colspan=""2"">文本内容。</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>markdownContent</td>
   <td>string</td>
   <td></td>
   <td></td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>index</td>
   <td>int</td>
   <td>版面阅读顺序。</td>
   <td></td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>uniqueId</td>
   <td>string</td>
   <td colspan=""2"">版面信息唯一ld。</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>alignment</td>
   <td>string</td>
   <td colspan=""3"">间距枚举。</td>
   <td></td>
  </tr>
  <tr>
   <td>pageNum</td>
   <td>int</td>
   <td colspan=""4"">版面所在页。</td>
  </tr>
  <tr>
   <td>level</td>
   <td>int</td>
   <td>版面层级(最小层级为0,表示根节点)。</td>
   <td></td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>type</td>
   <td>string</td>
   <td colspan=""4"">版面类型(详见备注版面类型)。</td>
  </tr>
  <tr>
   <td>subType</td>
   <td>string</td>
   <td colspan=""3"">版面子类型(详见备注版面类型)。</td>
   <td></td>
  </tr>
  <tr>
   <td>llmResult</td>
   <td>string</td>
   <td colspan=""2"">大模型返回的结果(详见IlmResult结果示例)。-对于文件中的图表:-结果包含""标值图""、""估值图""和""其他图""三种,位于输出内容中</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>layoutConf</td>
   <td>float</td>
   <td colspan=""2"">解析的置信度。取值范围:[0,1]。</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>pos</td>
   <td>array</td>
   <td colspan=""2"">坐标。</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>x</td>
   <td>int</td>
   <td>顶点横坐标。</td>
   <td></td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>y</td>
   <td>int</td>
   <td>顶点纵坐标。</td>
   <td></td>
   <td></td>
   <td></td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","5f5eea2c-aeba-4f13-88f5-429e17ecc818",18,"TEXT",7,">参数说明:  


end_time                 float           segment结束时间(单位: ms)  。  


index                   int          segment序号,0~(n-1)。"
"阿里云文档解析（大模型版）介绍.pdf","bf9dbf83-1852-4d71-b2bc-43f5611df794",19,"TABLE",7,"<table>
 <tbody>
  <tr>
   <td colspan=""2"">Data</td>
   <td>object</td>
   <td colspan=""3"">解析结果</td>
  </tr>
  <tr>
   <td colspan=""2"">segments</td>
   <td>array</td>
   <td colspan=""3"">分段解析结果数组。</td>
  </tr>
  <tr>
   <td colspan=""2"">start_time
    <br>
    end_time
    <br>
    index</td>
   <td>float
    <br>
    float
    <br>
    int</td>
   <td colspan=""2"">segment开始时间((单位:ms) 。
    <br>
    segment结束时间(单位: ms) 。
    <br>
    segment序号,0~(n-1)。</td>
   <td></td>
  </tr>
  <tr>
   <td></td>
   <td>file_url</td>
   <td>string</td>
   <td>segment文件。</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td></td>
   <td>audio_frames</td>
   <td>array</td>
   <td>segment音频解析信息。</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td></td>
   <td>video_frames</td>
   <td>array</td>
   <td></td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td></td>
   <td>synopsis_result</td>
   <td>string</td>
   <td>剧情解析内容(option=advance时返回该字段)。</td>
   <td></td>
   <td></td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","39116ea7-9e8a-41bf-a26e-deb7875a760d",20,"TEXT",7,"segment视频帧解析信息。  


文档解析(大模型版)返回结果中, 段落音频(audio_frames) 信息如下:"
"阿里云文档解析（大模型版）介绍.pdf","4de1e8d9-b5b5-4a26-a586-2873afcecd42",21,"TABLE",8,"<table>
 <tbody>
  <tr>
   <td>filed(字段名)</td>
   <td>类型描述</td>
  </tr>
  <tr>
   <td>start_time</td>
   <td>音频开始时间(单位: ms)</td>
  </tr>
  <tr>
   <td>end_time</td>
   <td>音频结束时间(单位:ms)</td>
  </tr>
  <tr>
   <td>file_url</td>
   <td>音频文件url</td>
  </tr>
  <tr>
   <td>ASR_info</td>
   <td>音频asr结果</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","d47eda22-02d7-4e14-9b1d-3195ffa98eea",22,"TEXT",8,"字段类型  


float  


float  


string  


string  


文档解析(大模型版)返回结果中,段落视频帧 (video_frames)信息如下:"
"阿里云文档解析（大模型版）介绍.pdf","74e370b2-dfd3-4f4b-b131-392ee8f9ddb5",23,"TABLE",8,"<table>
 <tbody>
  <tr>
   <td>filed(字段名)</td>
   <td>类型描述</td>
   <td>字段类型</td>
  </tr>
  <tr>
   <td>start_time</td>
   <td>视频开始时间(单位:ms)</td>
   <td>float</td>
  </tr>
  <tr>
   <td>end_time</td>
   <td>视频结束时间(单位:ms)</td>
   <td>float</td>
  </tr>
  <tr>
   <td>file_url</td>
   <td>视频文件url</td>
   <td>string</td>
  </tr>
  <tr>
   <td>text_info</td>
   <td>视频帧大模型解析结果</td>
   <td>string</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","2af78cef-815c-474c-88f6-c030b8d17b1a",24,"TEXT",8,"文档解析(大模型版)返回结果中,IlmResult结果示例如下:  


1.对于PPT类型文档。  


## 版面类型  


文档解析大模型版返回结果中,版面的类型type及子类型subType列表如下:"
"阿里云文档解析（大模型版）介绍.pdf","5195f0d1-651f-4da1-9846-d64ff57e4e78",25,"TABLE",9,"<table>
 <tbody>
  <tr>
   <td>type(类型)</td>
   <td>类型描述</td>
   <td>subType(子类型)</td>
   <td>子类型描述</td>
  </tr>
  <tr>
   <td>title</td>
   <td>标题</td>
   <td>doc_name</td>
   <td>文档名称</td>
  </tr>
  <tr>
   <td>doc_title</td>
   <td>文档标题</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>doc_subtitle</td>
   <td>文档副标题</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>para_title</td>
   <td>段落标题</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>contents_title</td>
   <td>目录标题</td>
   <td>cate_title</td>
   <td>目录标题</td>
  </tr>
  <tr>
   <td>contents</td>
   <td>目录主体</td>
   <td>cate</td>
   <td>目录主体</td>
  </tr>
  <tr>
   <td>text</td>
   <td>普通文字</td>
   <td>para</td>
   <td>段落</td>
  </tr>
  <tr>
   <td>figure</td>
   <td>图表</td>
   <td>picture</td>
   <td>图片</td>
  </tr>
  <tr>
   <td>logo</td>
   <td>logo</td>
   <td></td>
   <td></td>
  </tr>
  <tr>
   <td>figure_name</td>
   <td>图名</td>
   <td>pic_title</td>
   <td>图片标题</td>
  </tr>
  <tr>
   <td>figure_note</td>
   <td>图注</td>
   <td>pic_caption</td>
   <td>图注</td>
  </tr>
  <tr>
   <td>foot</td>
   <td>页脚</td>
   <td>page_footer</td>
   <td>页脚</td>
  </tr>
  <tr>
   <td>head</td>
   <td>页眉</td>
   <td>page_header</td>
   <td>页眉</td>
  </tr>
  <tr>
   <td>head_pagenum</td>
   <td>页眉页码</td>
   <td>page</td>
   <td>页码</td>
  </tr>
  <tr>
   <td>foot_pagenum</td>
   <td>页脚页码</td>
   <td>page</td>
   <td>页码</td>
  </tr>
  <tr>
   <td>corner_note</td>
   <td>脚注</td>
   <td>footer_note</td>
   <td>脚注</td>
  </tr>
  <tr>
   <td>end_note</td>
   <td>尾注</td>
   <td>endnode</td>
   <td>尾注</td>
  </tr>
  <tr>
   <td>side</td>
   <td>侧栏</td>
   <td>sidebar</td>
   <td>侧栏</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","3ede53f6-f0e8-4f63-9898-76769b02737b",26,"TEXT",9,">相同子类型的type如下"
"阿里云文档解析（大模型版）介绍.pdf","5970f409-dfed-47e5-8398-d62d155b03b9",27,"TABLE",9,"<table>
 <tbody>
  <tr>
   <td>type(类型)</td>
   <td>类型描述</td>
  </tr>
  <tr>
   <td>table_name</td>
   <td>表格名称</td>
  </tr>
  <tr>
   <td>table_note</td>
   <td>表注</td>
  </tr>
  <tr>
   <td>formula</td>
   <td>公式</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","763458f8-674c-4011-b0ef-e95772c9d533",28,"TABLE",9,"<table>
 <tbody>
  <tr>
   <td>type(类型)</td>
   <td>类型描述</td>
  </tr>
  <tr>
   <td>multicolumn</td>
   <td>多栏文字</td>
  </tr>
  <tr>
   <td>table</td>
   <td>表格</td>
  </tr>
  <tr>
   <td>foot_image</td>
   <td>页脚图片</td>
  </tr>
  <tr>
   <td>head_image</td>
   <td>页眉图片</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","86073bdb-a93a-4b63-a5ef-934939b3423e",29,"TEXT",9,"outputFormatResult的属性"
"阿里云文档解析（大模型版）介绍.pdf","05329c2c-4a8b-4b66-b5b1-d95d3805927b",30,"TABLE",10,"<table>
 <tbody>
  <tr>
   <td>type(类型)</td>
  </tr>
  <tr>
   <td>outputType</td>
  </tr>
  <tr>
   <td>outputFileUrl</td>
  </tr>
  <tr>
   <td>pages</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","bbfba866-a86e-476c-84a0-d8962f3984ec",31,"TEXT",10,"类型描述  


返回结果格式输出类型  


返回结果格式的文件地址  


返回页内图片信息  


### outputType的属性  


类型描述"
"阿里云文档解析（大模型版）介绍.pdf","e0852925-c04c-462b-805a-622c23066e52",32,"TABLE",10,"<table>
 <tbody>
  <tr>
   <td>type(类型)</td>
   <td></td>
  </tr>
  <tr>
   <td>markdown</td>
   <td>markdown类型格式</td>
  </tr>
  <tr>
   <td>pageImage</td>
   <td>页内图片类型格式</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","f7a5ad1c-c1f4-46f1-8d48-9a6774bd6296",33,"TABLE",10,"<table>
 <tbody>
  <tr>
   <td>type(类型)</td>
   <td>类型描述</td>
  </tr>
  <tr>
   <td>imageUrl</td>
   <td>图片链接</td>
  </tr>
  <tr>
   <td>imageWidth</td>
   <td>图片长度</td>
  </tr>
  <tr>
   <td>imageHeight</td>
   <td>图片高度</td>
  </tr>
  <tr>
   <td>pageIdCurDoc</td>
   <td>文档当前页码</td>
  </tr>
 </tbody>
</table>"
"阿里云文档解析（大模型版）介绍.pdf","894c2d12-8bd5-40c2-aed1-ae4378dd8680",34,"TEXT",10,"## 参考示例((Python)  


解析输出markdown参考(本地文件上传示例)  


是否启用VLM增强, enhancement=False关闭  


使用方法:  


python3 docmind_example_parser.py input_file output_file.md"
